applicant_name,gender,age,city,employment_type,bank,monthly_income_pkr,credit_score,loan_amount_pkr,loan_tenure_months,existing_loans,default_history,has_credit_card,approved
Rida Saleem,F,37,Faisalabad,Salaried,NBP,98500,583,50000,36,1,0,1,0
Sana Tariq,F,58,Lahore,Salaried,Standard Chartered,119300,624,257000,60,3,1,0,0
Sidra Naseer,F,45,Karachi,Salaried,Alfalah,131500,744,1501000,24,2,0,0,0
Alina Haider,F,31,Rawalpindi,Business Owner,JS Bank,73500,741,1668000,24,0,0,1,0
Hussain Akhtar,M,51,Lahore,Business Owner,Standard Chartered,157900,549,984000,12,0,0,1,1
Dania Saeed,F,26,Karachi,Business Owner,UBL,164100,672,50000,24,0,1,0,1
Mahnoor Iqbal,F,27,Karachi,Self-Employed,Standard Chartered,86200,629,455000,36,2,0,1,0
Rizwan Latif,M,36,Lahore,Unemployed,Standard Chartered,23700,809,450000,12,0,0,0,0
Ammar Haider,M,33,Peshawar,Salaried,NBP,86200,807,723000,36,0,0,0,0
Imran Hussain,M,60,Lahore,Salaried,Standard Chartered,174400,631,638000,36,1,0,1,0
Bushra Malik,F,40,Islamabad,Self-Employed,Alfalah,74500,636,1950000,24,1,1,1,0
Noor Mehmood,F,37,Karachi,Self-Employed,JS Bank,157600,685,1123000,12,2,0,1,0
Alina Siddiqui,F,46,Faisalabad,Salaried,UBL,193200,754,757000,12,0,0,1,0
Noman Chaudhry,M,38,Faisalabad,Salaried,Faysal Bank,115800,723,829000,24,0,0,1,0
Hina Zafar,F,45,Lahore,Salaried,Alfalah,182500,603,50000,48,0,0,0,1
Ibrahim Latif,M,37,Lahore,Salaried,Alfalah,124600,756,50000,48,1,0,0,1
Ammar Farooq,M,40,Karachi,Salaried,Askari,141900,657,1891000,60,0,0,0,0
Hassan Amin,M,57,Quetta,Contract,Alfalah,49200,593,550000,12,3,0,0,0
Zainab Akhtar,F,47,Islamabad,Salaried,Alfalah,177700,790,50000,36,0,1,1,0
Zainab Tariq,F,24,Karachi,Salaried,HBL,106500,771,1213000,60,2,0,1,0
Faisal Qureshi,M,21,Faisalabad,Salaried,MCB,116800,601,1527000,36,0,0,0,0
Faisal Khan,M,38,Faisalabad,Contract,Faysal Bank,88500,729,1723000,24,1,0,1,0
Haroon Akhtar,M,33,Karachi,Salaried,MCB,85900,771,804000,24,1,1,0,0
Sameer Hussain,M,42,Lahore,Self-Employed,Standard Chartered,180100,752,905000,24,0,0,0,1
Hina Butt,F,43,Lahore,Salaried,NBP,103200,638,870000,12,0,0,0,0
Shahzaib Awan,M,55,Lahore,Salaried,NBP,84200,607,767000,48,2,1,0,0
Saad Haider,M,33,Peshawar,Salaried,Standard Chartered,86800,647,680000,60,1,0,1,0
Umar Siddiqui,M,48,Rawalpindi,Salaried,Faysal Bank,77200,637,50000,24,1,0,0,0
Bushra Akhtar,F,58,Peshawar,Business Owner,Askari,253000,487,381000,60,0,0,0,0
Anum Latif,F,29,Lahore,Salaried,Standard Chartered,125800,707,672000,12,0,0,0,1
Taha Malik,M,59,Multan,Salaried,JS Bank,84100,590,50000,60,0,0,0,0
Usman Chaudhry,M,58,Karachi,Salaried,MCB,83100,653,50000,36,1,0,1,0
Zoya Syed,F,35,Karachi,Salaried,MCB,166500,738,332000,24,1,0,0,0
Ibrahim Qureshi,M,52,Lahore,Salaried,MCB,132100,743,1164000,36,2,0,1,0
Junaid Ali,M,30,Lahore,Contract,UBL,44900,730,490000,36,1,0,1,0
Farhan Chaudhry,M,22,Karachi,Salaried,UBL,25000,745,620000,18,1,0,1,0
Saba Raza,F,29,Islamabad,Self-Employed,MCB,145300,742,504000,18,0,0,1,1
Saba Zafar,F,25,Karachi,Business Owner,Faysal Bank,245200,754,848000,12,2,0,0,1
Shahzeb Haider,M,38,Karachi,Salaried,UBL,84900,664,649000,6,1,0,1,0
Saad Haider,M,31,Karachi,Salaried,NBP,147500,664,497000,60,1,0,1,0
Usman Rehman,M,59,Multan,Salaried,UBL,200100,560,1794000,36,1,0,1,0
Abdullah Akhtar,M,41,Karachi,Salaried,NBP,61200,664,290000,18,0,0,0,0
Danish Chaudhry,M,30,Lahore,Salaried,Askari,76500,566,711000,48,0,0,1,1
Usman Shah,M,32,Rawalpindi,Self-Employed,Askari,119800,611,562000,18,0,0,1,0
Umar Khan,M,34,Karachi,Salaried,UBL,137100,788,1038000,24,1,0,1,1
Hassan Sheikh,M,24,Karachi,Salaried,HBL,135400,606,1273000,36,0,0,1,1
Ibrahim Siddiqui,M,43,Karachi,Salaried,NBP,114500,704,947000,6,0,0,0,0
Saad Javed,M,21,Sialkot,Salaried,HBL,236000,554,698000,36,0,0,1,1
Laiba Sheikh,F,43,Karachi,Salaried,NBP,157000,784,556000,36,1,0,1,1
Arslan Zafar,M,49,Rawalpindi,Salaried,Faysal Bank,104800,781,785000,24,1,0,0,0
Hafsa Rashid,F,47,Karachi,Salaried,HBL,111500,569,89000,12,1,0,1,1
Maryam Javed,F,21,Multan,Self-Employed,Standard Chartered,118700,759,1156000,36,0,0,1,1
Saba Naseer,F,50,Rawalpindi,Salaried,Faysal Bank,176300,629,1622000,48,0,0,0,1
Bilal Syed,M,40,Sialkot,Salaried,Askari,51700,602,2624000,60,0,0,1,0
Awais Rehman,M,52,Hyderabad,Salaried,HBL,109300,652,1133000,6,0,1,1,0
Moiz Rashid,M,37,Sialkot,Contract,Askari,29800,671,50000,18,0,0,1,0
Taha Farooq,M,40,Karachi,Self-Employed,HBL,153900,777,1536000,18,0,0,1,0
Danish Syed,M,38,Islamabad,Salaried,Askari,143000,660,775000,48,0,0,1,1
Sameer Aslam,M,23,Faisalabad,Business Owner,Standard Chartered,75300,716,938000,36,0,0,0,0
Ali Ali,M,38,Karachi,Business Owner,Alfalah,64900,695,593000,48,1,0,0,0
Hina Iqbal,F,48,Karachi,Self-Employed,MCB,139200,633,1390000,48,2,0,1,0
Ammar Latif,M,53,Lahore,Salaried,NBP,135800,607,478000,24,1,0,0,0
Dania Tariq,F,44,Multan,Salaried,Askari,54700,744,679000,36,0,0,1,0
Sara Haider,F,36,Multan,Business Owner,MCB,145500,847,179000,12,0,0,1,1
Arslan Javed,M,29,Multan,Salaried,Askari,149800,657,669000,18,0,0,1,1
Sameer Siddiqui,M,53,Karachi,Self-Employed,MCB,162900,612,1049000,12,0,0,0,0
Imran Javed,M,55,Faisalabad,Contract,HBL,86100,671,1139000,36,1,0,0,0
Sahar Qureshi,F,32,Karachi,Business Owner,HBL,119900,756,1009000,24,0,0,1,0
Areeba Rashid,F,50,Hyderabad,Salaried,UBL,25000,648,50000,60,1,0,1,1
Areeba Ali,F,54,Lahore,Business Owner,Faysal Bank,115400,612,50000,24,2,0,0,1
Ayla Rashid,F,37,Rawalpindi,Salaried,Alfalah,134700,657,1125000,24,0,0,0,0
Rizwan Rajput,M,43,Sialkot,Contract,MCB,100300,670,2001000,24,1,0,0,0
Eman Siddiqui,F,59,Lahore,Salaried,Meezan,153800,672,480000,12,2,0,1,0
Amna Rashid,F,45,Karachi,Business Owner,Askari,276100,755,1207000,12,1,0,1,0
Hira Mahmood,F,48,Karachi,Salaried,NBP,120000,734,736000,36,0,0,1,0
Faiz Javed,M,57,Karachi,Self-Employed,Meezan,31800,689,1146000,12,0,0,1,0
Taha Rajput,M,58,Rawalpindi,Salaried,JS Bank,97300,554,864000,12,0,0,1,0
Saad Javed,M,52,Gujranwala,Salaried,Standard Chartered,171900,520,877000,6,1,0,1,0
Hamza Mehmood,M,50,Peshawar,Salaried,Askari,174700,670,521000,36,0,0,0,1
Shahzaib Haider,M,29,Sialkot,Unemployed,Standard Chartered,15000,675,799000,24,1,0,1,0
Iqra Awan,F,49,Karachi,Salaried,UBL,81000,734,939000,48,1,0,1,0
Amna Khan,F,35,Karachi,Salaried,Standard Chartered,110500,804,364000,24,1,0,1,0
Hamza Rashid,M,29,Karachi,Salaried,NBP,161000,660,1158000,12,3,0,1,0
Farhan Ali,M,60,Islamabad,Self-Employed,Standard Chartered,91600,637,598000,12,1,0,1,1
Shahzeb Niaz,M,37,Faisalabad,Salaried,Askari,146300,582,2271000,48,0,0,1,0
Hafsa Siddiqui,F,46,Faisalabad,Unemployed,MCB,15000,762,1266000,24,1,0,0,0
Maham Rehman,F,46,Karachi,Salaried,Askari,112900,645,1262000,24,0,0,1,0
Anas Malik,M,45,Islamabad,Salaried,NBP,66200,667,656000,36,2,0,0,0
Saad Haider,M,54,Karachi,Unemployed,JS Bank,26700,731,1114000,18,0,0,1,0
Ali Niaz,M,53,Karachi,Salaried,Alfalah,50600,592,1078000,60,1,0,1,0
Anas Awan,M,57,Faisalabad,Salaried,Faysal Bank,121000,612,50000,12,3,0,0,0
Bilal Nawaz,M,56,Peshawar,Self-Employed,NBP,166600,643,953000,24,0,1,1,0
Haroon Syed,M,24,Islamabad,Salaried,Alfalah,129600,598,1878000,12,0,0,1,0
Danish Rehman,M,37,Karachi,Salaried,Meezan,170200,574,50000,24,2,1,1,0
Arslan Tariq,M,49,Lahore,Salaried,NBP,125400,692,1617000,60,0,0,1,0
Umar Awan,M,54,Hyderabad,Salaried,MCB,127200,708,1468000,36,0,0,0,0
Areeba Gill,F,31,Islamabad,Salaried,JS Bank,93300,719,192000,12,2,0,0,1
Ibrahim Rajput,M,54,Multan,Contract,HBL,117800,752,353000,12,1,0,0,0
Haroon Zafar,M,49,Lahore,Salaried,MCB,96200,759,1187000,12,3,0,0,0
Sara Mehmood,F,41,Lahore,Contract,Faysal Bank,89600,667,50000,24,0,0,1,1
Bilal Mehmood,M,33,Islamabad,Business Owner,Askari,227100,699,996000,36,0,0,1,1
Imran Akhtar,M,44,Multan,Business Owner,MCB,265600,734,1278000,24,0,0,0,1
Bilal Haider,M,43,Hyderabad,Self-Employed,Faysal Bank,120600,692,1221000,24,0,0,1,0
Bushra Rashid,F,32,Lahore,Unemployed,MCB,34500,749,609000,36,0,0,1,0
Ali Nawaz,M,42,Hyderabad,Business Owner,JS Bank,115700,620,889000,60,0,0,0,0
Hussain Chaudhry,M,43,Faisalabad,Salaried,NBP,90700,691,936000,36,3,1,1,0
Abdullah Syed,M,55,Faisalabad,Business Owner,HBL,33800,811,872000,36,0,0,1,0
Alina Syed,F,28,Hyderabad,Contract,Askari,123500,622,884000,48,0,0,1,0
Mehak Gill,F,47,Karachi,Business Owner,Meezan,134300,617,1581000,12,0,0,0,0
Mehak Syed,F,24,Karachi,Self-Employed,Askari,224300,665,532000,12,1,0,0,1
Ammar Sheikh,M,30,Karachi,Contract,Alfalah,73800,724,1665000,48,1,0,1,0
Tufail Rehman,M,54,Islamabad,Self-Employed,Standard Chartered,137300,526,1782000,36,0,0,0,0
Shahzeb Naseer,M,46,Multan,Salaried,Standard Chartered,153200,577,323000,24,0,0,1,0
Haroon Javed,M,30,Karachi,Salaried,Meezan,232500,808,426000,48,0,0,0,1
Bilal Siddiqui,M,46,Lahore,Self-Employed,Meezan,93300,793,50000,24,0,0,0,1
Awais Akhtar,M,59,Islamabad,Salaried,Alfalah,98600,730,50000,48,1,1,1,0
Kiran Tariq,F,35,Islamabad,Salaried,UBL,127200,742,326000,36,0,0,0,1
Hussain Ali,M,50,Karachi,Salaried,NBP,105700,668,498000,48,1,1,1,0
Ahmed Mahmood,M,31,Karachi,Salaried,NBP,151200,671,983000,36,0,0,0,0
Rabia Iqbal,F,35,Karachi,Business Owner,JS Bank,172000,663,413000,36,1,0,0,1
Zoya Akhtar,F,57,Karachi,Salaried,Faysal Bank,176500,617,540000,60,0,0,0,1
Imran Malik,M,25,Karachi,Business Owner,MCB,146600,599,1689000,24,2,0,0,0
Zainab Farooq,F,27,Lahore,Salaried,Askari,158400,702,1542000,18,2,0,1,0
Hassan Ali,M,23,Rawalpindi,Salaried,Alfalah,118700,604,962000,60,2,1,1,0
Fatima Malik,F,26,Islamabad,Contract,UBL,123800,645,1912000,24,0,0,0,0
Tufail Niaz,M,52,Rawalpindi,Business Owner,Standard Chartered,175900,687,610000,36,0,0,0,1
Ali Hussain,M,44,Karachi,Self-Employed,Standard Chartered,134600,586,591000,36,0,0,1,0
Sidra Aslam,F,25,Islamabad,Salaried,UBL,86900,784,1214000,60,1,0,0,0
Rizwan Rajput,M,33,Karachi,Salaried,MCB,158200,632,1147000,18,1,0,1,0
Anum Qureshi,F,53,Rawalpindi,Salaried,Askari,72900,685,887000,6,1,0,1,0
Faisal Iqbal,M,41,Multan,Business Owner,MCB,200900,713,475000,24,0,0,1,1
Hamza Raza,M,49,Islamabad,Salaried,Alfalah,147700,770,770000,24,2,0,0,0
Eman Akhtar,F,31,Lahore,Business Owner,Standard Chartered,296000,764,924000,12,0,0,1,1
Ahmed Naseer,M,58,Lahore,Self-Employed,Standard Chartered,181900,752,307000,24,3,0,0,0
Hafsa Iqbal,F,35,Islamabad,Contract,JS Bank,30500,617,494000,24,1,0,1,0
Sara Mahmood,F,59,Peshawar,Business Owner,NBP,103900,635,471000,60,0,0,1,0
Shahzaib Butt,M,37,Rawalpindi,Salaried,Standard Chartered,119000,597,525000,36,1,1,1,0
Moiz Mahmood,M,50,Karachi,Salaried,JS Bank,101600,720,539000,48,0,0,1,1
Hussain Rashid,M,43,Faisalabad,Salaried,NBP,136000,633,615000,24,1,0,1,0
Junaid Ahmed,M,45,Karachi,Salaried,HBL,63600,582,184000,24,0,0,0,1
Taha Latif,M,24,Lahore,Salaried,JS Bank,39500,563,507000,48,3,0,1,0
Abdullah Ahmed,M,52,Lahore,Business Owner,NBP,104300,770,1043000,36,1,0,0,0
Areeba Niaz,F,38,Islamabad,Salaried,Alfalah,216600,503,1083000,36,0,1,1,0
Ali Rehman,M,31,Multan,Salaried,Standard Chartered,168900,836,901000,24,1,0,0,0
Ayla Sheikh,F,48,Karachi,Contract,UBL,80500,749,527000,48,0,0,0,1
Umar Saeed,M,51,Islamabad,Salaried,Standard Chartered,128000,620,483000,18,2,0,0,0
Sohail Syed,M,49,Islamabad,Self-Employed,HBL,86700,659,288000,24,0,0,1,0
Anas Hussain,M,58,Islamabad,Salaried,HBL,158100,687,845000,24,0,1,1,0
Umar Shah,M,31,Karachi,Contract,MCB,61700,681,1105000,48,0,0,0,0
Saad Zafar,M,28,Lahore,Contract,Alfalah,87000,655,1505000,18,2,0,1,0
Imran Mahmood,M,42,Hyderabad,Unemployed,UBL,21400,667,1230000,48,1,1,0,0
Sahar Mahmood,F,34,Karachi,Salaried,JS Bank,109200,773,1220000,60,0,0,1,0
Sahar Akhtar,F,36,Faisalabad,Contract,Standard Chartered,113000,764,941000,24,0,0,0,0
Zain Butt,M,46,Faisalabad,Business Owner,NBP,160700,754,1004000,48,0,0,1,1
Amna Mahmood,F,22,Gujranwala,Salaried,Askari,164600,747,628000,36,0,0,1,0
Amna Awan,F,38,Karachi,Self-Employed,JS Bank,86400,619,302000,18,1,0,1,1
Usman Saeed,M,38,Multan,Salaried,Meezan,25000,623,1185000,12,1,0,1,0
Maryam Ali,F,21,Karachi,Contract,Faysal Bank,108500,670,1725000,36,1,0,1,0
Sohail Qureshi,M,47,Lahore,Salaried,Alfalah,193000,672,525000,48,0,0,0,1
Fatima Qureshi,F,54,Lahore,Salaried,UBL,74200,634,664000,12,1,0,1,1
Zain Javed,M,58,Rawalpindi,Self-Employed,JS Bank,167900,719,811000,6,0,0,1,0
Maham Latif,F,58,Karachi,Business Owner,Alfalah,134300,727,1349000,48,1,0,0,1
Sana Siddiqui,F,25,Lahore,Business Owner,HBL,114000,592,834000,12,0,0,1,0
Kiran Akhtar,F,30,Sialkot,Self-Employed,JS Bank,97100,750,1081000,48,3,0,1,0
Anum Mehmood,F,38,Rawalpindi,Salaried,UBL,142500,686,1119000,24,3,0,1,0
Zain Niaz,M,44,Islamabad,Business Owner,Meezan,243900,718,656000,24,3,0,0,1
Hina Gill,F,58,Karachi,Salaried,Faysal Bank,173600,762,945000,48,1,0,1,1
Taha Zafar,M,31,Gujranwala,Business Owner,NBP,214300,741,249000,48,0,0,1,1
Imran Butt,M,39,Faisalabad,Salaried,UBL,126300,724,1763000,36,1,1,1,0
Sohail Latif,M,48,Sialkot,Salaried,Askari,91000,751,1245000,36,1,0,1,0
Rabia Amin,F,56,Lahore,Salaried,MCB,162000,653,1594000,24,0,0,1,0
Bushra Haider,F,48,Karachi,Self-Employed,Alfalah,207200,749,951000,12,0,0,1,1
Sameer Qureshi,M,48,Faisalabad,Self-Employed,UBL,116000,609,696000,24,0,0,1,0
Hina Gill,F,60,Faisalabad,Salaried,Meezan,100000,650,50000,12,0,0,0,1
Areeba Aslam,F,55,Peshawar,Salaried,UBL,139000,554,623000,24,1,0,0,0
Sameer Chaudhry,M,55,Karachi,Self-Employed,NBP,85500,776,819000,24,0,0,1,0
Saad Sheikh,M,51,Islamabad,Salaried,JS Bank,130200,668,539000,36,2,0,1,1
Hira Akhtar,F,34,Karachi,Contract,Faysal Bank,26000,639,497000,12,0,0,1,0
Anum Awan,F,23,Lahore,Contract,Standard Chartered,141400,691,283000,36,0,0,0,1
Ali Naseer,M,52,Gujranwala,Salaried,NBP,125500,686,768000,12,2,0,0,0
Ahmed Rehman,M,51,Faisalabad,Business Owner,NBP,170000,536,321000,60,0,0,1,1
Anas Naseer,M,45,Karachi,Salaried,HBL,143700,700,1018000,24,0,0,0,0
Ali Javed,M,26,Islamabad,Salaried,Meezan,98400,779,763000,36,1,0,0,0
Saad Niaz,M,59,Lahore,Salaried,Standard Chartered,163300,699,295000,24,1,0,0,1
Sohail Niaz,M,50,Lahore,Business Owner,MCB,234000,649,1493000,48,0,0,1,0
Bilal Niaz,M,47,Karachi,Salaried,Standard Chartered,153700,666,1148000,36,0,0,1,1
Arslan Saleem,M,37,Rawalpindi,Salaried,UBL,154200,688,476000,24,0,0,0,1
Hussain Iqbal,M,23,Islamabad,Self-Employed,Alfalah,303000,724,145000,48,1,0,0,1
Ammar Raza,M,48,Karachi,Salaried,NBP,192300,699,994000,18,0,0,0,1
Rizwan Mirza,M,36,Karachi,Salaried,Faysal Bank,92100,586,1238000,48,1,0,0,0
Maham Iqbal,F,23,Lahore,Unemployed,JS Bank,32000,676,654000,18,0,1,0,0
Farhan Butt,M,23,Lahore,Business Owner,Meezan,59200,743,1226000,18,0,0,1,0
Danish Syed,M,25,Karachi,Self-Employed,Faysal Bank,175400,694,767000,6,0,0,1,0
Sameer Rashid,M,31,Multan,Salaried,Faysal Bank,95300,568,1166000,24,1,0,1,0
Noor Shah,F,25,Rawalpindi,Self-Employed,Askari,229800,660,1174000,12,0,0,0,0
Rizwan Ali,M,26,Karachi,Salaried,HBL,151100,627,50000,48,1,0,1,1
Umar Sheikh,M,36,Multan,Salaried,MCB,98600,678,750000,18,1,0,1,0
Zoya Butt,F,22,Islamabad,Salaried,Askari,124000,698,50000,36,0,0,0,0
Anaya Butt,F,27,Karachi,Self-Employed,MCB,194500,666,754000,36,0,0,0,0
Sameer Javed,M,36,Multan,Self-Employed,UBL,179500,648,50000,12,0,0,0,1
Ahmed Zafar,M,21,Lahore,Salaried,NBP,88600,775,1103000,60,2,1,1,0
Hira Iqbal,F,29,Lahore,Unemployed,UBL,45800,642,50000,18,1,0,0,1
Hafsa Gill,F,56,Karachi,Salaried,HBL,25000,679,628000,60,3,0,1,0
Rabia Zafar,F,37,Multan,Salaried,Meezan,57600,554,850000,24,0,0,1,0
Iqra Raza,F,51,Karachi,Salaried,NBP,117400,749,238000,24,0,0,1,1
Hafsa Akhtar,F,38,Karachi,Salaried,Meezan,101700,654,1074000,48,0,0,0,1
Fariha Rashid,F,43,Multan,Salaried,Faysal Bank,132700,623,992000,24,0,0,0,0
Saad Saleem,M,26,Karachi,Salaried,Standard Chartered,68700,583,640000,36,0,0,0,0
Laiba Qureshi,F,49,Hyderabad,Salaried,Faysal Bank,87000,668,1185000,48,0,0,1,0
Alina Saleem,F,31,Lahore,Business Owner,Faysal Bank,96300,776,913000,6,1,0,1,0
Abdullah Awan,M,33,Lahore,Salaried,Askari,67900,732,830000,48,2,0,0,0
Noman Qureshi,M,31,Rawalpindi,Contract,Standard Chartered,98400,665,861000,18,0,1,1,0
Usman Sheikh,M,49,Lahore,Unemployed,Meezan,18100,637,50000,24,0,0,1,0
Sidra Iqbal,F,47,Karachi,Contract,UBL,83700,777,791000,36,1,0,0,0
Sidra Chaudhry,F,41,Karachi,Self-Employed,MCB,115100,620,906000,24,1,0,1,0
Bilal Rajput,M,34,Lahore,Self-Employed,Meezan,137100,691,851000,48,1,1,1,0
Saad Siddiqui,M,24,Sialkot,Self-Employed,Alfalah,49800,670,143000,48,0,0,0,1
Haroon Hussain,M,54,Karachi,Salaried,Alfalah,138200,790,983000,18,1,1,1,0
Haroon Saleem,M,47,Hyderabad,Salaried,Alfalah,90900,670,505000,18,0,0,1,0
Ammar Ahmed,M,43,Islamabad,Salaried,UBL,133400,846,1172000,18,0,0,1,1
Haroon Mehmood,M,60,Rawalpindi,Business Owner,NBP,152100,700,280000,48,0,1,1,0
Ahmed Malik,M,24,Faisalabad,Salaried,JS Bank,134100,590,1552000,60,0,0,0,0
Ammar Naseer,M,31,Karachi,Contract,UBL,109700,752,717000,24,2,1,1,0
Abdullah Syed,M,57,Sialkot,Self-Employed,MCB,228300,785,50000,60,1,0,0,1
Hussain Ali,M,21,Faisalabad,Unemployed,UBL,15000,696,825000,48,0,0,1,0
Areeba Qureshi,F,33,Multan,Self-Employed,HBL,227000,741,1183000,6,1,0,0,0
Amna Mirza,F,51,Lahore,Salaried,Faysal Bank,174900,825,50000,12,0,0,0,1
Hafsa Rashid,F,43,Islamabad,Salaried,HBL,104300,727,738000,48,0,0,0,1
Abdullah Ali,M,32,Islamabad,Salaried,MCB,154600,571,50000,12,0,0,0,1
Abdullah Syed,M,34,Karachi,Salaried,MCB,218600,613,1524000,48,1,0,1,0
Maryam Hussain,F,37,Karachi,Self-Employed,Askari,65200,680,829000,36,0,1,1,0
Shahzaib Qureshi,M,31,Faisalabad,Salaried,JS Bank,130100,664,1380000,48,0,0,0,0
Ali Syed,M,21,Lahore,Salaried,UBL,69200,624,1064000,6,2,0,0,0
Ammar Akhtar,M,45,Karachi,Salaried,NBP,136700,767,50000,12,3,0,0,0
Anaya Ali,F,23,Multan,Salaried,MCB,164100,657,277000,12,1,0,1,0
Imran Akhtar,M,49,Karachi,Salaried,Alfalah,75500,828,329000,18,1,1,0,0
Hamza Amin,M,49,Quetta,Contract,Meezan,80800,661,525000,48,1,0,1,0
Moiz Niaz,M,58,Faisalabad,Salaried,Faysal Bank,118400,729,866000,12,0,1,1,0
Rizwan Awan,M,59,Multan,Salaried,Alfalah,162200,796,320000,18,0,0,1,1
Faiz Mehmood,M,58,Lahore,Salaried,NBP,169000,736,866000,48,0,0,0,1
Zoya Tariq,F,44,Lahore,Self-Employed,UBL,165300,712,1087000,48,0,0,0,1
Mahnoor Gill,F,24,Karachi,Self-Employed,NBP,154700,751,303000,60,0,0,0,1
Muhammad Ahmed,M,54,Hyderabad,Salaried,Meezan,122300,759,463000,48,1,0,1,1
Noman Butt,M,57,Lahore,Salaried,Meezan,163100,711,1528000,12,1,0,0,0
Muhammad Qureshi,M,29,Islamabad,Self-Employed,UBL,167500,716,1129000,12,0,0,1,0
Sajid Butt,M,35,Karachi,Salaried,MCB,155600,756,556000,24,0,0,0,1
Eman Awan,F,23,Karachi,Self-Employed,UBL,151000,671,1345000,12,0,1,0,1
Saba Malik,F,34,Peshawar,Salaried,UBL,64400,623,556000,48,0,0,0,0
Ibrahim Ahmed,M,34,Lahore,Salaried,Askari,69700,817,969000,18,0,0,1,0
Maham Rehman,F,55,Lahore,Business Owner,MCB,193900,681,50000,6,1,0,1,1
Usman Raza,M,29,Karachi,Self-Employed,Alfalah,115200,620,1132000,36,0,0,1,0
Kashif Syed,M,26,Hyderabad,Salaried,Standard Chartered,142800,716,773000,60,0,0,0,0
Hira Khan,F,45,Rawalpindi,Salaried,NBP,101400,564,848000,12,2,0,1,0
Asad Amin,M,49,Lahore,Self-Employed,Alfalah,99200,722,557000,24,0,0,1,0
Ibrahim Saeed,M,59,Hyderabad,Salaried,Alfalah,153200,664,1591000,36,1,1,1,1
Kiran Rehman,F,52,Islamabad,Salaried,Meezan,61700,544,1264000,24,0,1,0,0
Usman Javed,M,30,Hyderabad,Self-Employed,Alfalah,169100,685,443000,24,2,0,1,0
Sajid Siddiqui,M,48,Karachi,Self-Employed,NBP,119900,615,499000,6,2,1,1,0
Farhan Malik,M,57,Lahore,Salaried,Alfalah,86800,696,927000,12,0,1,1,0
Hamza Chaudhry,M,54,Islamabad,Business Owner,JS Bank,138600,659,188000,6,2,0,0,1
Sajid Nawaz,M,42,Karachi,Business Owner,NBP,171500,617,757000,12,0,0,1,1
Ali Malik,M,32,Islamabad,Self-Employed,NBP,229900,714,725000,48,1,0,1,0
Umar Zafar,M,25,Faisalabad,Self-Employed,Alfalah,164000,576,895000,24,0,0,1,1
Ammar Farooq,M,34,Karachi,Salaried,NBP,170100,621,500000,12,1,0,1,0
Faisal Butt,M,42,Lahore,Salaried,Standard Chartered,152900,686,963000,24,0,0,1,0
Sahar Zafar,F,59,Quetta,Business Owner,Alfalah,175000,677,647000,24,1,0,1,0
Arslan Qureshi,M,39,Islamabad,Business Owner,Askari,138000,645,962000,36,0,0,0,0
Imran Tariq,M,49,Rawalpindi,Business Owner,Alfalah,137800,619,799000,12,1,0,0,1
Zainab Gill,F,50,Faisalabad,Business Owner,Meezan,151200,617,754000,60,2,0,0,0
Farhan Iqbal,M,39,Karachi,Business Owner,UBL,226500,723,800000,36,0,0,1,1
Sameer Latif,M,50,Rawalpindi,Salaried,HBL,225100,691,50000,24,1,0,0,0
Arslan Mahmood,M,55,Peshawar,Salaried,HBL,105700,747,410000,18,0,1,1,1
Sameer Rajput,M,46,Hyderabad,Contract,NBP,110800,581,580000,24,0,0,0,0
Hina Tariq,F,49,Karachi,Business Owner,UBL,167800,724,898000,24,0,0,1,0
Sameer Butt,M,47,Karachi,Salaried,JS Bank,102300,678,750000,48,3,0,0,0
Hafsa Latif,F,60,Karachi,Salaried,NBP,31700,659,1204000,48,0,0,1,0
Taha Sheikh,M,45,Lahore,Self-Employed,Faysal Bank,211900,689,2297000,48,0,0,1,0
Zain Shah,M,25,Karachi,Business Owner,Faysal Bank,195800,695,693000,6,1,0,1,1
Noman Zafar,M,30,Islamabad,Salaried,Alfalah,147200,682,1002000,60,0,0,0,1
Junaid Sheikh,M,32,Karachi,Self-Employed,MCB,112200,597,1046000,18,0,0,0,0
Saad Rehman,M,58,Rawalpindi,Self-Employed,Meezan,172800,632,2349000,12,0,0,1,0
Nimra Iqbal,F,21,Hyderabad,Salaried,NBP,69200,701,812000,36,1,1,1,0
Tufail Haider,M,29,Karachi,Salaried,Askari,134600,686,50000,36,1,0,1,1
Maryam Saeed,F,48,Karachi,Salaried,Alfalah,74800,623,761000,60,1,0,1,0
Nimra Khan,F,44,Karachi,Salaried,Meezan,76600,741,50000,36,0,1,1,0
Zain Aslam,M,21,Sialkot,Salaried,Meezan,118100,683,451000,6,2,0,0,0
Nimra Hussain,F,51,Islamabad,Self-Employed,UBL,122200,707,612000,12,0,0,0,1
Shahzaib Rashid,M,22,Karachi,Self-Employed,UBL,222200,780,570000,36,1,0,1,1
Sajid Aslam,M,24,Lahore,Salaried,Standard Chartered,43700,702,1925000,36,0,0,1,0
Faiz Farooq,M,53,Multan,Contract,Meezan,122600,651,1856000,12,0,0,0,0
Junaid Tariq,M,39,Faisalabad,Salaried,Meezan,168500,556,1045000,48,0,0,1,1
Kashif Khan,M,43,Lahore,Salaried,HBL,90000,596,1771000,36,0,0,1,0
Arslan Haider,M,22,Karachi,Salaried,Faysal Bank,107600,586,1050000,60,1,0,0,0
